t,reward,pos_rot_abs_0,pos_rot_abs_1,pos_rot_abs_2,vel_rot_abs_0,vel_rot_abs_1,vel_rot_abs_2,dv_0,dv_1,dv_2
0.0,-5.118345946294488e-05,0.8786668077913746,0.0554951165682895,-0.046381453131373526,0.030096849661925298,-0.17924038980981327,-0.11090975707695502,0.00030283983513181007,-0.0002270798916106578,7.120221252077278e-05
0.01,-4.64778842492362e-05,0.8789633043948178,0.05368254537509514,-0.04747449946724397,0.029048493942279312,-0.1831422012954196,-0.10768769885051102,0.00015344306408057279,-0.00011639218510258866,7.179993618370294e-06
0.02,-4.458192560478227e-05,0.8792485505112759,0.051832001406073726,-0.04853503352711744,0.027923632788717505,-0.18689416281904087,-0.10438152327235252,7.675466586910807e-05,-5.630961178229361e-05,-1.8728504246105734e-05
0.03,-4.3865344424864905e-05,0.8795221318665984,0.04994475169789345,-0.04956204897456458,0.026758223015142114,-0.19051637403159907,-0.10097519667286928,3.4247115549128635e-05,-2.2406539138704647e-05,-2.7684831539460056e-05
0.04,-4.405460819668809e-05,0.8797838444053905,0.04802197344349647,-0.05055446909766883,0.02557308716847335,-0.19401797993499123,-0.09746182454155591,1.118716508875399e-05,-3.41007893968638e-06,-2.8543493596010803e-05
0.05,-4.470319524852883e-05,0.8800335937472703,0.04606481767915482,-0.051511204567296576,0.024379063627640203,-0.19740167015651386,-0.09384029180161266,-2.150353986993792e-06,7.278727051833408e-06,-2.679158994626662e-05
0.06,-4.5333193617485964e-05,0.8802713529488252,0.04407445108218243,-0.052431181891966584,0.02318281076411171,-0.20066592371168143,-0.09011233348624748,-9.774365000806946e-06,1.3954115807884957e-05,-2.4978619033252877e-05
0.07,-4.5664829277010887e-05,0.8804971365801865,0.0420520680355734,-0.05331333926701519,0.02198840657704403,-0.2038079997056322,-0.08627927327744692,-1.41184195908434e-05,1.789236834812046e-05,-2.238432406951374e-05
0.08,-4.5817387874611836e-05,0.8807109799820291,0.039998899043625497,-0.05415664179751386,0.020797860829816314,-0.20682430900814242,-0.08234396098036949,-1.711926212859081e-05,1.9982026904405603e-05,-2.0218134725340044e-05
0.09,-4.589047755205714e-05,0.8809129346722476,0.037916221226752964,-0.054960092042230305,0.019612735956844395,-0.20971021984813915,-0.07831030423456335,-1.9110943793018806e-05,2.132323598472108e-05,-1.921481608950409e-05
