t,reward,pos_rot_abs_0,pos_rot_abs_1,pos_rot_abs_2,vel_rot_abs_0,vel_rot_abs_1,vel_rot_abs_2,dv_0,dv_1,dv_2
0.0,-2.229819005404297e-05,0.8786649619530054,0.05549627705829049,-0.04638237986948378,0.029913338165636596,-0.17912246795730657,-0.11100245354275426,0.00011714876357046853,-0.00011289584551767883,-2.1460468046857688e-05
0.01,-2.232546687827615e-05,0.8789587092155834,0.05368540889256095,-0.04747671292706651,0.028774988716501686,-0.18296906601318066,-0.10781644478136246,6.053948036814514e-05,-6.683245745028829e-05,-2.8741848990208337e-05
0.02,-2.2626124670650224e-05,0.879240749564216,0.05183681420783618,-0.04853863512067949,0.027604495463439953,-0.18669587970270768,-0.10452048287963657,2.818276444592851e-05,-3.785859133283175e-05,-2.867607529365222e-05
0.03,-2.2956032056341544e-05,0.879510897644342,0.04995161975531934,-0.04956702235170936,0.02641617952010359,-0.1903072007566741,-0.10111261091768778,8.707509855715008e-06,-1.8799427766547113e-05,-2.5699392354792792e-05
0.04,-2.343890510852842e-05,0.8797690635030431,0.04803093994257747,-0.050560754800180206,0.025219471495680112,-0.19380431465845824,-0.09759339682905652,-2.55710790970835e-06,-6.5488459235654145e-06,-2.2058063548426813e-05
0.05,-2.40405653279309e-05,0.8800152139170898,0.04607589952557844,-0.05151873374369714,0.024019957662750453,-0.19718621048331406,-0.09396509522208904,-9.282885747287934e-06,1.2336726322437725e-06,-1.9150792614916864e-05
0.06,-2.4580089143882758e-05,0.8802493524138705,0.044087652263173446,-0.05243988938378217,0.022821244274083656,-0.20045000268456123,-0.09023074772281481,-1.3312275901603688e-05,6.448872277774942e-06,-1.7467389691308516e-05
0.07,-2.4890989613442513e-05,0.8804715095879035,0.0420673877644189,-0.053323172078899014,0.021625974684617345,-0.20359212250888067,-0.08639252387603483,-1.548178899069722e-05,9.810158172279654e-06,-1.5829689909838372e-05
0.08,-2.5058506315617114e-05,0.8806817295264745,0.04001633468097185,-0.05416756095670846,0.020435435602166804,-0.2066086822789558,-0.08245345817253973,-1.7024383907747154e-05,1.166416829279653e-05,-1.4788551061857243e-05
0.09,-2.5142357916454217e-05,0.8808800682694856,0.0379357682869723,-0.05497207018613283,0.01925076611683004,-0.20949504676035785,-0.07841721573511544,-1.797618578995626e-05,1.2809290751536746e-05,-1.4653977860654803e-05
