t,reward,pos_rot_abs_0,pos_rot_abs_1,pos_rot_abs_2,vel_rot_abs_0,vel_rot_abs_1,vel_rot_abs_2,dv_0,dv_1,dv_2
0.0,-4.926381114437387e-05,0.8786641806522071,0.05549376233317967,-0.046381482282099804,0.029832731050840302,-0.1793731203024368,-0.11091270028912145,4.151845382603176e-05,-0.0003651564232233832,6.83009537657338e-05
0.01,-5.2724449629250883e-05,0.8789569788844055,0.05367867252246455,-0.04747405299720436,0.028675993565154205,-0.18339017489489076,-0.1076402265012594,5.037931690532004e-05,-0.00023934929742604536,5.7751246259469085e-05
0.02,-5.511028021948402e-05,0.8792381714009403,0.05182471277737936,-0.04853347070030725,0.027514622733126153,-0.18723134798255742,-0.10427006132060591,4.754551878502042e-05,-0.0001542311855796554,4.557834312486289e-05
0.03,-5.629626507577012e-05,0.879507675622482,0.04993341984683772,-0.049558775439379435,0.026346163562058912,-0.1909161209636884,-0.10080439911215602,3.989975687255785e-05,-9.403661307380183e-05,3.216257885492237e-05
0.04,-5.697780154141541e-05,0.8797654217853033,0.048006185124790726,-0.05054898805467869,0.025171645433025035,-0.19445899970754318,-0.09724145779883206,3.14314206192207e-05,-5.385109755870859e-05,2.1755863840153005e-05
0.05,-5.714688080098898e-05,0.8800113479761642,0.046044321390229175,-0.0515031400532196,0.023991668070158408,-0.19786781963147368,-0.0935824487039699,2.2081395896273884e-05,-2.7057778223747775e-05,1.1651695528535876e-05
0.06,-5.720629288688257e-05,0.8802454266618448,0.04404910162402674,-0.05242025182565677,0.022809523259339985,-0.20114657085232965,-0.08982640931222496,1.4834498976319412e-05,-9.79300529901266e-06,4.321389043552823e-06
0.07,-5.72946512474169e-05,0.8804676482190078,0.0420217960173799,-0.05329934665874135,0.021626892503014628,-0.20429553828408661,-0.08597378431533434,8.299164934978842e-06,1.6576213077595735e-06,-1.3345370345301274e-06
0.08,-5.7889803602161046e-05,0.8806780237230095,0.03996368438375117,-0.05413945733668354,0.02044574793330871,-0.20731378264207623,-0.08202568182882668,2.9613438131784994e-06,8.557284017716939e-06,-5.663343699300829e-06
0.09,-5.842113901672198e-05,0.8808765826783348,0.03787607306743855,-0.054939633796103796,0.019267850909319227,-0.21019868154188798,-0.07798397985477871,-1.2275197832950904e-06,1.2650447517255023e-05,-9.11156479521765e-06
0.1,-5.8680704685836546e-05,0.881063365279857,0.03576030424905993,-0.055698948088379156,0.0180941982065845,-0.21294669034870414,-0.07385105382603407,-4.887331677882245e-06,1.4933364785406265e-05,-1.1848071623829444e-05
0.11,-5.8709176086471965e-05,0.8812384269180811,0.03361776033844387,-0.05641649617737236,0.01692624131392918,-0.21555384828049956,-0.06962946112578167,-7.427769952244406e-06,1.5935208291878106e-05,-1.372325365825454e-05
0.12,-5.861866216345181e-05,0.8814018242554966,0.03144986850646668,-0.05709140843418893,0.0157640445815608,-0.2180157347885784,-0.06532280925733064,-1.0110248595630585e-05,1.6231104445058316e-05,-1.5454590751950936e-05
0.13,-5.840174682049938e-05,0.8815536266014761,0.029258100741265957,-0.05772284975869264,0.014608811503542027,-0.22032795947991524,-0.06093471565062088,-1.1672180946542744e-05,1.5961594186031207e-05,-1.6721242827854678e-05
0.14,-5.8128345665218945e-05,0.88169390280581,0.027043970892185153,-0.05831002450289235,0.01346043185197999,-0.2224864240205633,-0.05646928852524951,-1.3301998744081173e-05,1.5010765664279866e-05,-1.7687704162943614e-05
0.15,-5.782701863867057e-05,0.881822719788707,0.024809041126712835,-0.05885217849636151,0.012318660466563495,-0.22448640650304594,-0.051930834698319404,-1.5027136708426335e-05,1.4207746094827819e-05,-1.823307806166878e-05
0.16,-5.7521568665153575e-05,0.8819401437096197,0.02255491773683474,-0.05934861242209237,0.01118336700586817,-0.22632360907248342,-0.047324992318885754,-1.6623728840979353e-05,1.3369059723106748e-05,-1.9379370199721283e-05
0.17,-5.7142830792487834e-05,0.8820462448210638,0.020283242092227885,-0.05979867307017106,0.010054902023583567,-0.22799467644493684,-0.042656520812099946,-1.7492169186020453e-05,1.183369737789406e-05,-1.9951664918569236e-05
0.18,-5.6785593275260556e-05,0.8821410840280883,0.01799569909954758,-0.06020176163990602,0.00893228394329296,-0.2294953938888826,-0.03793099728043442,-1.8874012087515036e-05,1.0746650049527988e-05,-2.048768817328596e-05
0.19,-5.638517311798168e-05,0.8822247229060932,0.01569400641881575,-0.060557335284171794,0.007815532901175318,-0.23082265971393146,-0.03315414831829984,-1.9667292546687013e-05,9.330084612492531e-06,-2.0875724854940982e-05
0.2,-5.601379506870769e-05,0.8822972142046726,0.013379912514956824,-0.0608649148896516,0.006703720543729202,-0.2319735621858409,-0.028332463039491055,-2.0730472327295473e-05,7.73701929082488e-06,-2.163901167747419e-05
0.21,-5.5577724370789215e-05,0.8823586081750758,0.011055193020126738,-0.061124071793872595,0.005596556554970053,-0.23294558138475266,-0.023471093641868883,-2.1344090970421945e-05,5.957443208018547e-06,-2.122575063560127e-05
0.22,-5.5189708486542237e-05,0.8824089464560951,0.008721655211506345,-0.0613344520216936,0.004493154145364936,-0.23373574811790954,-0.018577599027028206,-2.2049424441187663e-05,4.831935426482575e-06,-2.1854778029739465e-05
0.23,-5.481647455117897e-05,0.882448258166783,0.006381119794835063,-0.0614957677921617,0.0033922244988936305,-0.23434292417670557,-0.013658675595673991,-2.317452660414272e-05,2.9336369665248904e-06,-2.2504534354727228e-05
0.24,-5.4343746710464414e-05,0.8824765767761479,0.004035423064034167,-0.06160778673499312,0.0022941794241433285,-0.23476577960650524,-0.008719927051690744,-2.296966247763479e-05,9.075737313391951e-07,-2.1954695394440155e-05
0.25,-5.3965377789186533e-05,0.8824939160334201,0.0016864184497383458,-0.06167035288663726,0.0011970360290863395,-0.2350028080709808,-0.003769037575989162,-2.380428860430839e-05,-6.513376298341663e-07,-2.2190344864013746e-05
0.26,-5.3498077459401986e-05,0.8825002896856785,-0.0006640318016021309,-0.061683371985341795,0.00010078272103463543,-0.23505336324588583,0.0011877939844119334,-2.3686466939251425e-05,-2.1362136385540935e-06,-2.166449863762025e-05
0.27,-5.3110984706491075e-05,0.8824956950768861,-0.0030140646478687802,-0.06164682758166724,-0.000996225181622434,-0.23491758711261615,0.006142776696497816,-2.4234207494012276e-05,-3.895933546564383e-06,-2.1942179164518915e-05
