t,reward,pos_rot_abs_0,pos_rot_abs_1,pos_rot_abs_2,vel_rot_abs_0,vel_rot_abs_1,vel_rot_abs_2,dv_0,dv_1,dv_2
0.0,-0.000374344515121972,0.8786545395850553,0.055512752383600726,-0.04637525603143809,0.028469532788870346,-0.17790704962225623,-0.10868354142069034,-0.0013267898350874151,0.0010477939314767592,0.002339945249997696
0.01,-0.00050460928324032,0.8789136409755137,0.05372975766843396,-0.04745454713595815,0.025182135369429308,-0.18036508567893786,-0.10406863690748383,-0.00210131163100764,0.001212067573796882,0.001450370846994445
0.02,-0.0006317174645516462,0.8791355490742185,0.051922127601646974,-0.048497047274680544,0.02175411980437463,-0.18263381728229106,-0.09981752948344615,-0.0022515082847674793,0.0012526808944475867,0.0009862573187432117
0.03,-0.0007345887699622892,0.8793220520052831,0.05009090900622956,-0.049503602085621726,0.018474238109567644,-0.18483561261515638,-0.09576433136934451,-0.0021109809551941926,0.0011697819813777904,0.0006901007425557782
0.04,-0.0008203736298620903,0.8794762492081627,0.04823621734419671,-0.05047384276752322,0.015444895030546534,-0.1870260239012473,-0.09176871941572703,-0.0018660461042257453,0.0010330982265650127,0.0005362727201410441
0.05,-0.0008884972194621369,0.8796012997905784,0.04635754972479133,-0.0514072999335356,0.012677447751122013,-0.18926829093787964,-0.08782704935016769,-0.0016069752613231915,0.0008354547830472848,0.00038804487684712663
0.06,-0.0009459884122730601,0.8797003626799275,0.04445452242789914,-0.05230318755207528,0.010163849816009533,-0.1915398836166837,-0.08388640753415322,-0.0013538178836624735,0.0006625634875422865,0.0002949048224708317
0.07,-0.0009887213520774361,0.8797767162517519,0.042526613925602225,-0.053160522138705354,0.007921883112181772,-0.19384956374970916,-0.07992074585000955,-0.0010808914749684043,0.00048353460412997547,0.00023004408439234182
0.08,-0.0010230047430310571,0.8798331022337488,0.04057331381473392,-0.053978275506930205,0.005906833182280066,-0.19619923805766037,-0.07591740836783127,-0.0008506756478880598,0.00030415786448839287,0.0001803273273257944
0.09,-0.0010488288794749427,0.8798719644350205,0.03859436883807764,-0.05475558712766672,0.004098249545723652,-0.19856810578720824,-0.07188510888097747,-0.000639295316861271,0.00014654505063820968,0.00012456982223149534
