t,reward,pos_rot_abs_0,pos_rot_abs_1,pos_rot_abs_2,vel_rot_abs_0,vel_rot_abs_1,vel_rot_abs_2,dv_0,dv_1,dv_2
0.0,-0.00014659098564692464,0.8786690235137358,0.055517137050282016,-0.04639308154551623,0.02984145283945785,-0.17786431309195228,-0.11100243777120664,4.4498608500654636e-05,0.001121935344129386,1.8978861987972994e-05
0.01,-0.00014010571296358966,0.8789638280873241,0.053733613343892865,-0.04749982803953595,0.028433252121355328,-0.1810038685405804,-0.1078245192753248,-0.00021764255949670164,0.000609715224252964,5.823399857093e-06
0.02,-0.0001481072411215753,0.8792437314990289,0.0519162565441366,-0.048574939369531084,0.026949556512538102,-0.18428272017535746,-0.10448974370858445,-0.00029583559383363915,0.0003727359768746728,5.479985171207985e-05
0.03,-0.00015706475103987176,0.8795089721676608,0.05006458983027093,-0.04961661994633444,0.02546702884116906,-0.18759685762185177,-0.10100722313180835,-0.0002959913188700435,0.00023549159561886648,9.543931131364636e-05
0.04,-0.00016519051878111958,0.8797599673270706,0.04817871376314965,-0.050623305139587814,0.024014985141425926,-0.19088691476657324,-0.097391143440932,-0.00026644519963990614,0.00015364341703204875,0.00012302461879548418
0.05,-0.00017102616674967352,0.8799971938129822,0.0462590418734291,-0.05159367993245795,0.022602543231988743,-0.1941264867195874,-0.09366767107873417,-0.000227747914730498,9.424097586924085e-05,0.0001258530133982099
0.06,-0.00017602117136278296,0.880221128463149,0.04430625961386257,-0.05252652987406301,0.021228456883974504,-0.19728893041920445,-0.08984272928515358,-0.00019057078989226736,5.7350225852582084e-05,0.00012448558727454084
0.07,-0.00017943348671154994,0.880432188512157,0.04232121630515431,-0.05342073739134322,0.019894964967285145,-0.20036005965640488,-0.08592450617526629,-0.00015156072873063749,3.0445734443933683e-05,0.00011696232228017326
0.08,-0.00018200824085221854,0.8806307315810381,0.04030486939582675,-0.054275244473652694,0.018595419903476837,-0.20333057640999785,-0.08191736039866508,-0.00011960461088169385,8.391568300597912e-06,0.00010742866111852408
0.09,-0.00018366471302627303,0.8808169960997622,0.038258299224382494,-0.05508904903815294,0.017326805686980938,-0.2061896325053479,-0.07782613485194682,-9.109417099316978e-05,-7.3020666773469355e-06,9.570808325890046e-05
0.1,-0.00018488997782620123,0.8809912800794846,0.036182686685286986,-0.055861189961492246,0.016083702455419645,-0.20892840631751416,-0.07365254308864289,-6.842264055271112e-05,-1.8847130802306263e-05,8.527996552054657e-05
0.11,-0.00018542137370109222,0.8811537623382364,0.03407931328538859,-0.05659074336053997,0.014866462038487637,-0.21153718230586765,-0.06939956548701404,-4.582237664544577e-05,-2.5284636143376285e-05,7.51818033868604e-05
