t,reward,pos_rot_abs_0,pos_rot_abs_1,pos_rot_abs_2,vel_rot_abs_0,vel_rot_abs_1,vel_rot_abs_2,dv_0,dv_1,dv_2
0.0,-0.0005747844880252519,0.8786284327506437,0.05552168562973644,-0.046413749457001593,0.0262748691627285,-0.17836147549223147,-0.11365657300113849,-0.0034892387236169007,0.0005395715582880406,-0.0026306883402119957
0.01,-0.0003305850852414706,0.8788786530526685,0.05373701825922566,-0.0475318729903213,0.02439745675193699,-0.1818661093319012,-0.10939272482808252,-0.0006458138245710952,0.00014997410083089876,0.0010965215320764695
0.02,-0.00030221279327192807,0.8791130781231382,0.05191686004116495,-0.048614010210543374,0.022774849346153196,-0.1851910948453191,-0.10554455213689175,-0.00039051649181866765,0.00022848785449503436,0.0005739060093330764
0.03,-0.0002858174603341669,0.8793348073992651,0.05006083101235978,-0.04965976998022355,0.021418333169796945,-0.1885643602158459,-0.10174686458302698,-0.00012298806766893763,8.110889059009264e-05,0.00041709886881232576
0.04,-0.00027377692962761294,0.8795450925874302,0.048169337207468424,-0.05066905543701918,0.020172014610457766,-0.19192135337665014,-0.09800484035777576,-1.09468244519686e-05,-3.696682409146629e-06,0.00025620530535769016
0.05,-0.00026752485977330376,0.8797445297228699,0.04624303430101661,-0.051641419534908695,0.018982976555781857,-0.19522613281104859,-0.09425834564332577,4.8102724969917006e-05,-5.62109120487832e-05,0.00015682723405395727
0.06,-0.0002653259510077286,0.8799334168409992,0.04428278281984975,-0.0525761023193406,0.01782886464177085,-0.19844907522511265,-0.0904583558587162,8.430374679605498e-05,-8.332660248204022e-05,0.00010816956850491396
0.07,-0.00026343473941818055,0.8801119923786135,0.04228963329400395,-0.053472261881461244,0.01669243371336614,-0.2015681265967125,-0.08658807723497011,0.00010255592841447336,-9.309356442811042e-05,7.832120007920118e-05
0.08,-0.00026176995571523527,0.8802802562788538,0.04026469215450976,-0.054328959434466216,0.01556694492251158,-0.2045744061371707,-0.0826321244267542,0.0001133789273833664,-9.907711200850661e-05,6.617269488598281e-05
0.09,-0.0002597487656022589,0.8804382085894905,0.038209177546506976,-0.05514525994346643,0.014449529296189999,-0.2074568272532727,-0.07858957349397182,0.00012062072178704334,-9.908251526264695e-05,5.760649073165224e-05
0.1,-0.00025770153413526785,0.8805857896992675,0.03612437471624516,-0.05592022836214227,0.013336982588428602,-0.21020889290122388,-0.07445830853724666,0.00012402353691816793,-9.776335992325332e-05,5.412039196369008e-05
0.11,-0.00025560105367315424,0.8807229995704446,0.034011673189439415,-0.056652955708524286,0.01222984848137244,-0.21281963595927028,-0.07023996859750142,0.00012732191913356929,-9.058011728629057e-05,5.230127688274442e-05
0.12,-0.00025403940685410885,0.8808498382349144,0.03187243268156302,-0.057342506937402074,0.011130562297881032,-0.21529275188929256,-0.06593280287181985,0.00013264744887610708,-9.206884219055232e-05,5.586443607242972e-05
