t,reward,pos_rot_abs_0,pos_rot_abs_1,pos_rot_abs_2,vel_rot_abs_0,vel_rot_abs_1,vel_rot_abs_2,dv_0,dv_1,dv_2
0.0,-1.1025655752580502e-05,0.8786687254905119,0.055507086217056766,-0.04639080911843417,0.02971119806417213,-0.1789439916637935,-0.1110180318354865,-6.739489787250703e-05,4.427326112970679e-05,1.65977301186548e-06
0.01,-1.5349453236352622e-05,0.8789652585987987,0.053707990795401055,-0.047493938355574083,0.02842828072145203,-0.18265861272521458,-0.10784082859988944,-6.561004363965774e-05,4.2140953018019494e-05,2.075829093743133e-06
0.02,-1.9984479106257414e-05,0.8792494535449273,0.05187179893335273,-0.0485649742179827,0.02714390307386754,-0.18628162145523347,-0.10455416888264403,-6.579101987515283e-05,4.2001124048392394e-05,2.499688839945642e-06
0.03,-2.4605785894217717e-05,0.8795212507244845,0.04999938607053897,-0.04960277304229506,0.025859819724948586,-0.1898083686841935,-0.10115932673469455,-6.522916525695392e-05,4.1470282962795435e-05,2.4993200694670783e-06
0.04,-2.9293981831496763e-05,0.8797806501399446,0.04809169471434384,-0.05060618743066638,0.024577017884317386,-0.19323325154994883,-0.09765652567121383,-6.464773062003883e-05,4.135685882809562e-05,3.3999497949703646e-06
0.05,-3.392998243721411e-05,0.8800277113901978,0.04614970460316924,-0.051574092356068635,0.023296525728147895,-0.19655239582015346,-0.09404841066295008,-6.389977591121755e-05,3.992418771270013e-05,3.056770556626809e-06
0.06,-3.878223841907856e-05,0.8802623748791526,0.04417447001169793,-0.052505381401038644,0.02201821656460328,-0.1997590661079862,-0.09033656866827888,-6.41181805177806e-05,3.987078577743517e-05,2.814198109673642e-06
0.07,-4.353690189335944e-05,0.8804846405959214,0.0421670973274926,-0.05339895561896811,0.02074431258709063,-0.20284831524450983,-0.08652247488736611,-6.28718223979402e-05,3.9521910642070015e-05,3.115570001127445e-06
0.08,-4.83180971734059e-05,0.8806945085527668,0.040128748860938285,-0.054253734647469375,0.01947487514485151,-0.20581537484139434,-0.08260795474329778,-6.222034425388855e-05,3.855236503360364e-05,3.9150496707215795e-06
0.09,-5.310795444397421e-05,0.8808920383475344,0.03806064650429296,-0.055068667974930055,0.01821067557198227,-0.20865482089219795,-0.07859644292928218,-6.13830042733893e-05,3.779331166796425e-05,3.9344573914893905e-06
0.1,-5.804607270676107e-05,0.8810772299772507,0.035964075474702345,-0.05584274232393426,0.016951000328320608,-0.21136134859154074,-0.07449097188258358,-6.176766458095573e-05,3.7094532558386585e-05,3.901854606676421e-06
0.11,-6.281655719762215e-05,0.8812500238431866,0.03384038060167392,-0.056574970481416284,0.015698485079344803,-0.2139294743867804,-0.07029482722243657,-5.9930204017291726e-05,3.6536805735813855e-05,3.92535949053857e-06
0.12,-6.782860815329513e-05,0.8814104795454996,0.031690966340544344,-0.05726439879026614,0.014450786648199345,-0.21635437010097172,-0.06601107867157113,-6.0749581425460516e-05,3.574197850169196e-05,4.562518614683648e-06
0.13,-7.265305849655683e-05,0.8815585970882467,0.02951729670500165,-0.05791011825390309,0.013210678447769394,-0.21863079067800406,-0.061644375332509174,-5.903147253353744e-05,3.52349506087461e-05,4.561161616788357e-06
0.14,-7.743635659350933e-05,0.8816943764670127,0.027320886024602496,-0.058511275798840516,0.011977871843681384,-0.22075486182521753,-0.057199247168454974,-5.77279455068957e-05,3.3778994311578115e-05,4.391346605993954e-06
0.15,-8.232407743430565e-05,0.881817817688662,0.025103306405793554,-0.05906705184743091,0.010751538929626884,-0.22272121908076667,-0.0526795945906229,-5.7297461843239125e-05,3.303031339400541e-05,5.011768634900682e-06
0.16,-8.733123146018006e-05,0.8819289207487266,0.022866195063380418,-0.05957669018831595,0.009530960535483721,-0.2245248556204618,-0.04809064791609196,-5.754144017892475e-05,3.274981530156012e-05,5.436099463982335e-06
0.17,-9.212969323726311e-05,0.8820276260366118,0.020611226559958742,-0.06003949045973844,0.008317742492252877,-0.2261627913087386,-0.04343835639281027,-5.603638766269478e-05,3.137426498949515e-05,5.227410317602545e-06
0.18,-9.709445273441225e-05,0.8821139931677031,0.01834013312501216,-0.06045481190055927,0.007110317276099041,-0.2276301979635351,-0.038728017348128085,-5.5890211019412205e-05,3.094296053988046e-05,5.354889644450287e-06
0.19,-0.00010198465895949619,0.8821880221355142,0.01605468802143068,-0.060822077106492296,0.0059091831118240935,-0.22892367843237527,-0.03396510332912002,-5.4940806771356595e-05,3.0262173550795723e-05,5.900447865743657e-06
0.2,-0.00010690843392500557,0.8822496533388491,0.01375670451381725,-0.06114079057876418,0.004713427245579721,-0.23004031184241383,-0.02915689161041352,-5.45331398202015e-05,2.927599496812479e-05,5.3281525719288115e-06
0.21,-0.00011173596264990173,0.8822988867759645,0.011448025711558715,-0.061410509044779196,0.00352326949332161,-0.2309777141304731,-0.024308444895590746,-5.3453142979722224e-05,2.783087986031237e-05,6.060847208438467e-06
0.22,-0.0001166709240321853,0.8823357224464838,0.009130540295249717,-0.06163087113702323,0.0023377413710647336,-0.2317318916489638,-0.019427094610707733,-5.285369476690123e-05,2.790253795939283e-05,6.036081153702929e-06
0.23,-0.00012169176398900868,0.8823601007471147,0.006806155670940603,-0.0618015937529841,0.0011552511792253077,-0.23230165240540127,-0.01451944559581883,-5.3288604863657854e-05,2.7130018974661018e-05,6.147821147766689e-06
0.24,-0.00012647089546745382,0.8823720216763237,0.004476792169863093,-0.061922460798695234,-2.2689498064176056e-05,-0.23268610236232257,-0.009591943557727488,-5.160185241490702e-05,2.562449201154663e-05,6.683766876833916e-06
0.25,-0.0001314462031580437,0.8823714852336001,0.0021443928187939373,-0.061993341878321076,-0.0011985421071156084,-0.2328831553768896,-0.004651950701668059,-5.174283952496714e-05,2.5105036627562116e-05,6.819888231532207e-06
0.26,-0.00013630246433679944,0.8823584318170942,-0.0001890873528050986,-0.06201418861957397,-0.0023716288872888194,-0.23289215563700721,0.0002939635462674284,-5.054704080331616e-05,2.4590189599294835e-05,7.417511280476705e-06
0.27,-0.00014125611805504038,0.8823328614228554,-0.002521694178722372,-0.061985030753517426,-0.00354378509207629,-0.23271298406271204,0.005238025919089335,-5.0502839549199914e-05,2.397856492945498e-05,7.282122976146835e-06
0.28,-0.0001462291718843964,0.8822947740524019,-0.0048514725676512,-0.06190596893673902,-0.00471548655725142,-0.23234564068560148,0.010174055574304978,-5.024720116371108e-05,2.3687389284074037e-05,8.005710144572824e-06
0.29,-0.00015101052372658703,0.8822441697113307,-0.0071764886242811155,-0.061777200540158374,-0.005886308919278558,-0.2317922711722734,0.0150939226197708,-4.887630608048332e-05,2.2050661191137354e-05,7.57006457439227e-06
0.3,-0.00015585513079441658,0.8821809887820911,-0.009494812219706985,-0.061598993823797056,-0.007057377152403861,-0.23105299470508042,0.01999117624229809,-4.796193950055557e-05,2.1541424921005902e-05,7.555423049933249e-06
0.31,-0.00016078391021717893,0.8821052312866144,-0.011804535974292749,-0.06137167661874898,-0.00823008442643652,-0.23012942067167866,0.024860307584493636,-4.7768584318715864e-05,2.1268999202274927e-05,8.816409057319694e-06
0.32,-0.00016590372177985172,0.882016837594842,-0.01410377397877728,-0.0610956735777761,-0.009406655093466332,-0.22902363551464364,0.029693033535217427,-4.9182516000381784e-05,2.097218281264295e-05,8.381717566322181e-06
0.33,-0.00017076165034531936,0.8819158673263344,-0.016390683126263423,-0.06077146159188033,-0.01058491681668878,-0.22773909569601225,0.03448390585222132,-4.7808371248045286e-05,1.9972030651538007e-05,8.924966841919727e-06
0.34,-0.00017563401899238973,0.8818022608661399,-0.018663447345017074,-0.06039959562479911,-0.011765712771755293,-0.22627824548741587,0.03922665119913645,-4.672572657811709e-05,1.9461844415071227e-05,9.378610025071883e-06
0.35000000000000003,-0.00018057727760547543,0.8816760182407625,-0.020920302726776897,-0.05998069048076593,-0.012950549848629127,-0.22464495895638345,0.04391519350304678,-4.663786692146061e-05,1.8582581699210426e-05,9.710908364192372e-06
0.36,-0.00018567076778402294,0.8815371394164332,-0.023159509541637435,-0.05951541660659152,-0.014140455054695113,-0.2228417397233296,0.04854408649320792,-4.713357810608911e-05,1.8957756468183705e-05,1.0284969686533325e-05
0.37,-0.0001905128932676182,0.8813856244110343,-0.025379400706193763,-0.05900450423352536,-0.015333917924472355,-0.220874607582263,0.05310814083918197,-4.571138573637959e-05,1.7477560717456636e-05,1.1065449639908462e-05
0.38,-0.00019544640488745074,0.8812214732119109,-0.027578348289233685,-0.05844873936683571,-0.01653210624934945,-0.21874684088298063,0.05760167536395738,-4.513252309143426e-05,1.7028363025180948e-05,1.123745201938247e-05
0.39,-0.00020053365907409275,0.8810447454630315,-0.02975477464885464,-0.057848952713957145,-0.01773636963057745,-0.21646291013363245,0.062019925585875865,-4.56570766411197e-05,1.7003357801609192e-05,1.1427554086299228e-05
0.4,-0.00020557666195544612,0.880855381489385,-0.03190716357240398,-0.05720601604652137,-0.01894622489993863,-0.21402823926467898,0.06635856629494215,-4.550044957305535e-05,1.6283750413361285e-05,1.1741715324513071e-05
0.41000000000000003,-0.00021059592100555435,0.880653440952011,-0.034034058431613105,-0.056520838289647074,-0.020161054810770473,-0.2114474177086415,0.07061389834451016,-4.463677062547792e-05,1.6168756777006135e-05,1.2462829715921921e-05
0.42,-0.0002156975195680018,0.880438864198163,-0.036134056746408835,-0.05579436571792404,-0.021381674302577893,-0.208725869693363,0.07478182760178495,-4.454231191392414e-05,1.5808218406777647e-05,1.287863744411777e-05
0.43,-0.00022091876852930838,0.8802117109233829,-0.03820581357688679,-0.05502756684334311,-0.022608509379287225,-0.20586860174078905,0.07885922490179614,-4.4927102436917115e-05,1.5880408258040635e-05,1.3610787547024184e-05
0.44,-0.00022603448361336012,0.8799720406286093,-0.04024805129095889,-0.054221440092455206,-0.023840272712640626,-0.20288187272407218,0.08284276727625914,-4.414202973233963e-05,1.5170947891625062e-05,1.4136545669469441e-05
0.45,-0.00023127307201926598,0.8797197938157513,-0.04225954785594821,-0.053377006202832034,-0.025077586961959615,-0.1997706889882825,0.08672909438809956,-4.420240797154718e-05,1.4924429902075672e-05,1.4064663444393054e-05
0.46,-0.00023646778329064832,0.8794550299806878,-0.04423914850525349,-0.052495304472039477,-0.026319412517238662,-0.1965412497219987,0.09051642565280499,-4.3484570861402744e-05,1.4018012473382585e-05,1.468823373539353e-05
0.47000000000000003,-0.00024184318850347492,0.8791778087513593,-0.04618575051988785,-0.05157737433197769,-0.027566356362634138,-0.19319808484879777,0.0942025631737001,-4.373887298528861e-05,1.4209914493455646e-05,1.5269339561313443e-05
0.48,-0.00024733123482528334,0.8788880705500521,-0.048098307081959654,-0.05062428116673509,-0.028818534831101122,-0.18974745278653812,0.09778540576173024,-4.453505914683901e-05,1.361138951178737e-05,1.560851382527422e-05
0.49,-0.00025269643427654437,0.8785858750798257,-0.04997583477718501,-0.049637090401517515,-0.030073409838251013,-0.1861948965575881,0.10126359761580168,-4.329186678200179e-05,1.2925810755551115e-05,1.6155566586857794e-05
0.5,-0.00025819081870032714,0.8782712817708622,-0.05181740594747707,-0.048616871248956764,-0.03133125591881916,-0.1825456024091629,0.10463538762966657,-4.28997818655249e-05,1.2511868692354259e-05,1.6240893134166603e-05
0.51,-0.0002639497258822317,0.8779442906267841,-0.053622130296814216,-0.04756469281186957,-0.032592579522992424,-0.17880409956104307,0.10790045551340322,-4.3659378604172274e-05,1.2868561821887938e-05,1.705621568290784e-05
0.52,-0.0002696307161514864,0.87760496139438,-0.05538918449021563,-0.046481631683332386,-0.03385522220547813,-0.17497682580693844,0.11105736337531452,-4.2967582722943775e-05,1.1986609207224357e-05,1.721290910472603e-05
0.53,-0.00027546167739240574,0.8772533536520462,-0.05711778997223726,-0.045368749681756436,-0.0351187476717508,-0.1710684894636909,0.11410620814717001,-4.2584875929958114e-05,1.1520864604224434e-05,1.8038991912359882e-05
0.54,-0.0002816013693087591,0.8768894075835083,-0.05880721659665093,-0.04422711579550126,-0.03638405353932798,-0.16708362098452867,0.11704572284701517,-4.3937141872890446e-05,1.1287658229367442e-05,1.7929834330794632e-05
