t,reward,pos_rot_abs_0,pos_rot_abs_1,pos_rot_abs_2,vel_rot_abs_0,vel_rot_abs_1,vel_rot_abs_2,dv_0,dv_1,dv_2
0.0,-0.0002573329774641866,0.878680109977664,0.055491995066512444,-0.04637651890484927,0.03055888973423229,-0.18011331554861731,-0.10956463963150195,0.0007913015194721155,-0.0010982060984633076,0.001451794067381535
0.01,-0.00030145091763809125,0.8789926171298411,0.05366520211103292,-0.047453120349773836,0.029562091421136576,-0.18485003717506213,-0.10514514894619156,0.00024211751225044055,-0.0009409498547075923,0.0012389854946217018
0.02,-0.00034068689021144935,0.879292011259478,0.05179139226391275,-0.048487234860034395,0.02812746536523452,-0.18930244454440653,-0.10079936676167812,-0.0001851124661189662,-0.0007480049313167686,0.001055329967873154
0.03,-0.0003728407897662827,0.8795742392573278,0.04987443238698594,-0.049479745326550376,0.026361091062219323,-0.19342553622979244,-0.09654674664014987,-0.0005091991963179895,-0.0005246939404878812,0.0008543589189714322
0.04,-0.00040292698802483286,0.8798364400910923,0.047918170684965525,-0.05043133721249373,0.024367775778833378,-0.19720399383380346,-0.09236311183458842,-0.0007317292720082178,-0.00029812829832525213,0.0006799150211847505
0.05,-0.000428163711946141,0.8800767660128479,0.04592634737274436,-0.05134280026458399,0.02223433181359847,-0.20064246671926375,-0.0882646815532698,-0.0008705687182977356,-8.628925817568116e-05,0.0004918170592000995
0.06,-0.0004512220806993781,0.8802941441511799,0.043902501475444375,-0.052214682105164424,0.02003024345292164,-0.20374751091313145,-0.08422385131430721,-0.0009429666529238922,0.00011068865960812407,0.0003340862256793942
0.07,-0.0004686794874032023,0.8804886341071213,0.04184994100536679,-0.053047373881918256,0.017843920711790074,-0.20653176299502793,-0.08022488646621787,-0.0009299650706480311,0.00028908121784152694,0.00019496736551710472
0.08,-0.0004835368170538299,0.8806607723235965,0.03977149723205417,-0.05384097246784788,0.015718940491979125,-0.2090340852639102,-0.07624088230936603,-0.0008757858467110613,0.0004239301002671263,8.578655215090469e-05
0.09,-0.0004950949717277966,0.8808116316817324,0.037669695906644915,-0.05459547416519074,0.013694951257139897,-0.21128147849457518,-0.07226445519206985,-0.0007839935372851714,0.0005282718404255339,-1.2840864641670439e-05
